Invoice_ID,Branch	,City	,Year,	Month,	Customer_type,	Gender,	Product_line,	Unit_price,	Quantity,	Tax, 	Total,Payment,	cost_of_good_sold	,gross_margin_percentage,	gross_income,Rating
799-71-1548,A,Yangon,2019,January,Member,Male,Electronic accessories,78,4,16,326,Credit card,311,5,16,9
785-13-7708,B,Mandalay,2019,January,Normal,Male,Food and beverages,73,7,26,537,Credit card,511,5,26,4
845-51-0542,B,Mandalay,2019,February,Member,Male,Food and beverages,47,9,21,440,Ewallet,419,5,21,6
662-47-5456,C,Naypyitaw,2019,March,Member,Male,Fashion accessories,35,10,18,370,Credit card,352,5,18,8
883-17-4236,C,Naypyitaw,2019,March,Normal,Female,Sports and travel,14,2,1,30,Credit card,29,5,1,7
290-68-2984,A,Yangon,2019,March,Normal,Male,Home and lifestyle,24,4,5,100,Cash,95,5,5,5
704-11-6354,A,Yangon,2019,January,Member,Male,Home and lifestyle,59,8,24,495,Cash,471,5,24,9
110-48-7033,B,Mandalay,2019,January,Member,Male,Fashion accessories,33,4,7,137,Cash,130,5,7,9
366-93-0948,A,Yangon,2019,January,Member,Male,Electronic accessories,66,1,3,70,Credit card,66,5,3,10
729-09-9681,A,Yangon,2019,February,Member,Male,Home and lifestyle,26,6,8,163,Ewallet,155,5,8,9
151-16-1484,A,Yangon,2019,February,Member,Male,Electronic accessories,32,4,7,135,Ewallet,129,5,6,7
380-94-4661,C,Naypyitaw,2019,February,Member,Male,Electronic accessories,66,4,13,277,Credit card,264,5,13,7
850-41-9669,A,Yangon,2019,March,Normal,Female,Electronic accessories,75,9,34,709,Ewallet,676,5,34,6
821-07-3596,C,Naypyitaw,2019,March,Normal,Female,Fashion accessories,16,4,3,69,Ewallet,66,5,3,6
655-85-5130,B,Mandalay,2019,March,Member,Female,Fashion accessories,38,4,8,161,Cash,153,5,8,6
447-15-7839,A,Yangon,2019,February,Member,Female,Sports and travel,22,10,11,234,Cash,222,5,11,4
154-74-7179,B,Mandalay,2019,February,Normal,Male,Sports and travel,55,1,3,57,Ewallet,54,5,3,8
253-12-6086,A,Yangon,2019,March,Member,Female,Sports and travel,98,7,34,723,Credit card,689,5,34,9
808-65-0703,C,Naypyitaw,2019,March,Normal,Male,Home and lifestyle,36,4,7,149,Credit card,142,5,7,7
571-94-0759,B,Mandalay,2019,January,Member,Female,Food and beverages,75,10,37,783,Cash,746,5,37,10
144-51-6085,A,Yangon,2019,January,Member,Male,Home and lifestyle,71,4,14,297,Credit card,283,5,14,4
731-14-2199,A,Yangon,2019,January,Member,Female,Home and lifestyle,36,10,18,373,Ewallet,355,5,18,7
783-09-1637,B,Mandalay,2019,March,Normal,Female,Sports and travel,67,5,17,354,Ewallet,337,5,17,6
687-15-1097,C,Naypyitaw,2019,January,Member,Female,Health and beauty,21,2,2,44,Cash,42,5,2,10
126-54-1082,A,Yangon,2019,January,Member,Female,Home and lifestyle,22,9,10,204,Credit card,194,5,10,9
633-91-1052,A,Yangon,2019,January,Normal,Female,Home and lifestyle,12,2,1,25,Cash,24,5,1,5
477-24-6490,B,Mandalay,2019,February,Normal,Female,Health and beauty,100,6,30,628,Ewallet,598,5,30,8
566-19-5475,B,Mandalay,2019,January,Normal,Male,Fashion accessories,48,7,17,353,Cash,336,5,17,6
526-86-8552,C,Naypyitaw,2019,January,Member,Female,Home and lifestyle,22,10,11,229,Cash,218,5,11,7
376-56-3573,C,Naypyitaw,2019,February,Normal,Female,Fashion accessories,95,4,19,401,Ewallet,382,5,19,6
537-72-0426,C,Naypyitaw,2019,March,Member,Male,Fashion accessories,71,10,36,745,Cash,710,5,36,6
828-61-5674,A,Yangon,2019,March,Member,Male,Sports and travel,44,10,22,462,Credit card,440,5,22,10
136-08-6195,A,Yangon,2019,February,Normal,Female,Home and lifestyle,70,8,28,588,Credit card,560,5,28,6
523-38-0215,C,Naypyitaw,2019,March,Normal,Male,Home and lifestyle,37,1,2,39,Credit card,37,5,2,8
490-29-1201,A,Yangon,2019,January,Normal,Female,Sports and travel,15,1,1,16,Cash,15,5,1,7
667-92-0055,A,Yangon,2019,March,Member,Male,Health and beauty,100,6,30,629,Ewallet,599,5,30,9
565-17-3836,A,Yangon,2019,March,Member,Female,Health and beauty,48,4,10,200,Cash,191,5,10,9
498-41-1961,B,Mandalay,2019,February,Normal,Male,Health and beauty,67,5,17,350,Cash,333,5,17,8
593-95-4461,C,Naypyitaw,2019,March,Member,Male,Home and lifestyle,75,1,4,79,Cash,75,5,4,7
226-71-3580,C,Naypyitaw,2019,January,Normal,Female,Sports and travel,24,9,11,224,Cash,214,5,11,10
283-79-9594,B,Mandalay,2019,January,Normal,Female,Food and beverages,49,7,17,357,Credit card,340,5,17,5
430-60-3493,A,Yangon,2019,February,Member,Female,Home and lifestyle,95,7,33,697,Cash,664,5,33,4
139-20-0155,B,Mandalay,2019,January,Member,Male,Electronic accessories,40,10,20,423,Credit card,403,5,20,7
558-80-4082,C,Naypyitaw,2019,March,Normal,Male,Electronic accessories,28,7,10,205,Ewallet,195,5,10,6
278-97-7759,A,Yangon,2019,February,Member,Female,Electronic accessories,63,1,3,66,Cash,62,5,3,5
316-68-6352,A,Yangon,2019,January,Member,Female,Food and beverages,36,2,4,76,Cash,73,5,4,7
585-03-5943,B,Mandalay,2019,March,Normal,Male,Health and beauty,18,10,9,190,Ewallet,181,5,9,6
211-05-0490,C,Naypyitaw,2019,March,Member,Female,Electronic accessories,52,5,13,273,Cash,260,5,13,8
727-75-6477,C,Naypyitaw,2019,March,Normal,Male,Electronic accessories,29,4,6,121,Cash,115,5,6,6
744-02-5987,A,Yangon,2019,January,Member,Male,Home and lifestyle,78,6,24,494,Ewallet,470,5,24,6
307-83-9164,A,Yangon,2019,January,Member,Male,Home and lifestyle,60,4,12,252,Cash,240,5,12,5
779-06-0012,C,Naypyitaw,2019,January,Member,Female,Home and lifestyle,89,1,4,93,Cash,89,5,4,8
446-47-6729,C,Naypyitaw,2019,January,Normal,Male,Fashion accessories,100,2,10,210,Credit card,200,5,10,7
573-10-3877,B,Mandalay,2019,March,Member,Male,Health and beauty,39,1,2,41,Credit card,39,5,2,5
735-06-4124,C,Naypyitaw,2019,February,Normal,Male,Food and beverages,49,1,2,51,Cash,49,5,2,4
439-54-7422,A,Yangon,2019,March,Normal,Female,Electronic accessories,51,4,10,215,Credit card,205,5,10,5
396-90-2219,B,Mandalay,2019,February,Normal,Female,Electronic accessories,15,8,6,126,Cash,120,5,6,9
411-77-0180,A,Yangon,2019,March,Member,Male,Electronic accessories,72,7,25,531,Ewallet,505,5,25,4
286-01-5402,A,Yangon,2019,March,Normal,Female,Sports and travel,40,7,14,296,Cash,282,5,14,10
803-17-8013,A,Yangon,2019,February,Member,Female,Home and lifestyle,89,8,36,746,Cash,710,5,36,4
512-98-1403,A,Yangon,2019,March,Member,Female,Electronic accessories,27,3,4,83,Ewallet,79,5,4,5
848-42-2560,A,Yangon,2019,March,Normal,Female,Fashion accessories,82,2,8,172,Cash,164,5,8,8
532-59-7201,B,Mandalay,2019,January,Member,Male,Sports and travel,80,6,24,504,Cash,480,5,24,6
181-94-6432,C,Naypyitaw,2019,February,Member,Male,Fashion accessories,69,2,7,146,Ewallet,139,5,7,10
870-76-1733,A,Yangon,2019,February,Member,Female,Food and beverages,14,5,4,75,Credit card,71,5,4,4
423-64-4619,A,Yangon,2019,March,Member,Female,Health and beauty,16,9,7,147,Cash,140,5,7,5
227-07-4446,C,Naypyitaw,2019,February,Member,Female,Electronic accessories,78,10,39,820,Cash,781,5,39,4
174-36-3675,C,Naypyitaw,2019,February,Member,Male,Food and beverages,99,2,10,209,Cash,199,5,10,5
428-83-5800,C,Naypyitaw,2019,February,Member,Female,Food and beverages,21,3,3,66,Cash,63,5,3,7
603-07-0961,C,Naypyitaw,2019,January,Member,Male,Electronic accessories,75,5,19,393,Cash,374,5,19,5
704-20-4138,C,Naypyitaw,2019,March,Member,Female,Health and beauty,30,7,10,218,Credit card,208,5,10,8
787-15-1757,C,Naypyitaw,2019,February,Member,Male,Health and beauty,44,4,9,185,Ewallet,176,5,9,8
649-11-3678,C,Naypyitaw,2019,February,Normal,Female,Food and beverages,23,9,10,217,Cash,206,5,10,6
622-20-1945,C,Naypyitaw,2019,January,Normal,Female,Health and beauty,39,1,2,41,Cash,39,5,2,8
372-94-8041,A,Yangon,2019,February,Normal,Male,Health and beauty,15,6,5,96,Ewallet,92,5,5,10
563-91-7120,A,Yangon,2019,March,Normal,Female,Fashion accessories,62,5,15,324,Cash,309,5,15,7
746-54-5508,A,Yangon,2019,January,Normal,Male,Home and lifestyle,22,6,7,136,Credit card,129,5,6,9
276-54-0879,B,Mandalay,2019,March,Normal,Male,Sports and travel,98,4,20,411,Ewallet,391,5,20,6
815-11-1168,A,Yangon,2019,March,Member,Male,Food and beverages,100,5,25,524,Cash,499,5,25,5
719-76-3868,C,Naypyitaw,2019,March,Member,Male,Food and beverages,94,4,19,396,Cash,377,5,19,9
730-61-8757,B,Mandalay,2019,January,Member,Male,Health and beauty,51,4,10,215,Credit card,205,5,10,4
340-66-0321,A,Yangon,2019,March,Member,Male,Electronic accessories,36,4,7,153,Cash,145,5,7,8
868-81-1752,B,Mandalay,2019,February,Normal,Male,Home and lifestyle,22,9,10,208,Cash,198,5,10,7
634-97-8956,A,Yangon,2019,February,Normal,Male,Food and beverages,33,3,5,104,Credit card,99,5,5,9
566-71-1091,A,Yangon,2019,February,Normal,Male,Fashion accessories,77,5,19,404,Cash,385,5,19,6
442-48-3607,A,Yangon,2019,March,Member,Male,Food and beverages,24,2,2,49,Credit card,47,5,2,8
835-16-0096,C,Naypyitaw,2019,March,Member,Male,Sports and travel,15,5,4,77,Ewallet,74,5,4,9
527-09-6272,A,Yangon,2019,March,Member,Female,Electronic accessories,28,5,7,149,Credit card,142,5,7,9
898-04-2717,A,Yangon,2019,March,Normal,Male,Fashion accessories,76,9,34,722,Ewallet,688,5,34,8
692-27-8933,B,Mandalay,2019,February,Normal,Female,Sports and travel,58,6,17,365,Cash,348,5,17,5
633-09-3463,C,Naypyitaw,2019,March,Normal,Female,Electronic accessories,48,3,7,150,Credit card,143,5,7,10
374-17-3652,B,Mandalay,2019,February,Member,Female,Food and beverages,43,9,19,405,Credit card,385,5,19,9
378-07-7001,B,Mandalay,2019,February,Member,Male,Electronic accessories,48,3,7,151,Credit card,144,5,7,8
433-75-6987,B,Mandalay,2019,March,Member,Female,Health and beauty,56,7,20,411,Ewallet,392,5,20,9
873-95-4984,B,Mandalay,2019,February,Member,Female,Health and beauty,77,7,27,565,Cash,538,5,27,8
416-13-5917,C,Naypyitaw,2019,January,Normal,Female,Food and beverages,97,5,24,509,Ewallet,485,5,24,9
150-89-8043,A,Yangon,2019,February,Normal,Male,Sports and travel,45,3,7,141,Cash,134,5,7,6
135-84-8019,A,Yangon,2019,February,Normal,Female,Fashion accessories,78,9,35,736,Ewallet,701,5,35,8
441-94-7118,A,Yangon,2019,February,Member,Male,Electronic accessories,72,1,4,76,Cash,72,5,4,7
725-96-3778,C,Naypyitaw,2019,January,Member,Female,Home and lifestyle,89,8,36,750,Cash,714,5,36,5
531-80-1784,A,Yangon,2019,March,Normal,Male,Electronic accessories,26,7,9,191,Cash,182,5,9,5
400-45-1220,B,Mandalay,2019,February,Normal,Female,Health and beauty,14,10,7,142,Credit card,135,5,7,5
860-79-0874,C,Naypyitaw,2019,February,Member,Female,Fashion accessories,99,10,50,1043,Credit card,993,5,50,7
834-61-8124,A,Yangon,2019,January,Normal,Male,Electronic accessories,52,7,18,380,Cash,362,5,18,6
115-99-4379,B,Mandalay,2019,March,Member,Female,Fashion accessories,55,7,19,402,Credit card,383,5,19,9
565-67-6697,B,Mandalay,2019,March,Member,Male,Home and lifestyle,27,9,12,255,Cash,243,5,12,5
320-49-6392,C,Naypyitaw,2019,March,Normal,Female,Electronic accessories,30,1,2,32,Cash,30,5,2,8
889-04-9723,B,Mandalay,2019,January,Member,Female,Food and beverages,89,4,18,374,Credit card,357,5,18,8
632-90-0281,C,Naypyitaw,2019,March,Normal,Female,Fashion accessories,38,10,19,394,Credit card,376,5,19,9
554-42-2417,C,Naypyitaw,2019,January,Normal,Female,Sports and travel,95,10,48,1002,Cash,954,5,48,5
453-63-6187,B,Mandalay,2019,March,Normal,Male,Electronic accessories,28,3,4,87,Ewallet,83,5,4,7
578-80-7669,B,Mandalay,2019,March,Normal,Male,Sports and travel,75,1,4,79,Cash,75,5,4,6
612-36-5536,A,Yangon,2019,February,Member,Male,Food and beverages,81,8,32,680,Credit card,648,5,32,7
605-72-4132,C,Naypyitaw,2019,February,Normal,Female,Food and beverages,95,8,38,794,Cash,756,5,38,9
471-41-2823,C,Naypyitaw,2019,March,Normal,Male,Food and beverages,100,2,10,210,Ewallet,200,5,10,8
462-67-9126,A,Yangon,2019,January,Normal,Male,Home and lifestyle,73,6,22,461,Cash,439,5,22,7
272-27-9238,C,Naypyitaw,2019,February,Normal,Female,Food and beverages,41,4,8,173,Cash,165,5,8,7
834-25-9262,C,Naypyitaw,2019,January,Normal,Female,Fashion accessories,82,4,16,343,Cash,327,5,16,9
122-61-9553,C,Naypyitaw,2019,March,Normal,Female,Electronic accessories,51,9,23,485,Cash,462,5,23,6
468-88-0009,A,Yangon,2019,March,Member,Male,Home and lifestyle,66,4,13,277,Cash,264,5,13,6
613-59-9758,C,Naypyitaw,2019,January,Normal,Female,Sports and travel,14,10,7,151,Cash,144,5,7,5
254-31-0042,A,Yangon,2019,March,Member,Male,Electronic accessories,22,9,10,203,Credit card,194,5,10,8
201-86-2184,B,Mandalay,2019,February,Member,Female,Electronic accessories,26,7,9,193,Cash,184,5,9,10
261-12-8671,B,Mandalay,2019,January,Normal,Female,Fashion accessories,61,2,6,128,Credit card,122,5,6,5
730-70-9830,C,Naypyitaw,2019,March,Normal,Female,Home and lifestyle,70,6,21,442,Ewallet,421,5,21,5
382-25-8917,C,Naypyitaw,2019,January,Normal,Male,Fashion accessories,42,6,13,265,Cash,252,5,13,9
422-29-8786,A,Yangon,2019,January,Normal,Female,Home and lifestyle,67,5,17,352,Credit card,335,5,17,9
667-23-5919,A,Yangon,2019,January,Member,Female,Fashion accessories,97,5,24,508,Ewallet,484,5,24,7
843-01-4703,B,Mandalay,2019,January,Member,Female,Home and lifestyle,35,9,16,334,Credit card,318,5,16,10
743-88-1662,C,Naypyitaw,2019,February,Normal,Male,Sports and travel,96,7,33,702,Ewallet,668,5,33,9
595-86-2894,C,Naypyitaw,2019,February,Member,Male,Fashion accessories,97,4,19,407,Ewallet,388,5,19,9
182-69-8360,B,Mandalay,2019,January,Normal,Female,Electronic accessories,24,4,5,99,Credit card,95,5,5,4
289-15-7034,A,Yangon,2019,January,Member,Male,Sports and travel,82,4,17,346,Credit card,329,5,16,8
462-78-5240,C,Naypyitaw,2019,March,Normal,Female,Electronic accessories,27,2,3,56,Cash,53,5,3,4
868-52-7573,B,Mandalay,2019,January,Normal,Female,Food and beverages,100,5,25,523,Cash,498,5,25,10
153-58-4872,C,Naypyitaw,2019,March,Member,Female,Food and beverages,75,4,15,315,Ewallet,300,5,15,4
662-72-2873,A,Yangon,2019,January,Normal,Female,Food and beverages,41,5,10,215,Ewallet,205,5,10,10
525-88-7307,B,Mandalay,2019,January,Member,Male,Sports and travel,76,1,4,80,Cash,76,5,4,6
689-16-9784,C,Naypyitaw,2019,March,Normal,Male,Food and beverages,47,6,14,295,Cash,281,5,14,6
725-56-0833,A,Yangon,2019,February,Normal,Female,Health and beauty,32,10,16,339,Credit card,323,5,16,10
394-41-0748,C,Naypyitaw,2019,January,Member,Female,Fashion accessories,54,9,24,511,Ewallet,487,5,24,10
596-42-3999,B,Mandalay,2019,March,Normal,Male,Food and beverages,18,7,6,134,Credit card,128,5,6,7
541-89-9860,C,Naypyitaw,2019,February,Member,Female,Fashion accessories,81,3,12,254,Cash,241,5,12,8
173-82-9529,B,Mandalay,2019,January,Normal,Female,Fashion accessories,38,10,19,398,Cash,380,5,19,10
563-36-9814,A,Yangon,2019,February,Member,Male,Electronic accessories,77,1,4,81,Ewallet,77,5,4,7
308-47-4913,A,Yangon,2019,March,Member,Female,Sports and travel,52,10,26,549,Credit card,523,5,26,6
885-17-6250,A,Yangon,2019,March,Normal,Female,Health and beauty,80,1,4,84,Ewallet,80,5,4,7
726-27-2396,A,Yangon,2019,January,Normal,Female,Health and beauty,78,5,19,407,Ewallet,388,5,19,4
316-01-3952,A,Yangon,2019,March,Normal,Female,Food and beverages,54,5,14,285,Ewallet,271,5,14,5
760-54-1821,B,Mandalay,2019,March,Normal,Male,Home and lifestyle,14,9,6,128,Cash,122,5,6,6
793-10-3222,B,Mandalay,2019,March,Member,Female,Health and beauty,41,6,12,259,Credit card,246,5,12,8
346-12-3257,B,Mandalay,2019,March,Member,Male,Electronic accessories,19,9,9,182,Cash,173,5,9,8
110-05-6330,C,Naypyitaw,2019,March,Normal,Female,Food and beverages,39,6,12,248,Credit card,237,5,12,9
651-61-0874,C,Naypyitaw,2019,March,Normal,Male,Home and lifestyle,46,4,9,194,Credit card,185,5,9,6
236-86-3015,C,Naypyitaw,2019,February,Member,Male,Home and lifestyle,14,1,1,15,Ewallet,14,5,1,10
831-64-0259,B,Mandalay,2019,February,Normal,Female,Fashion accessories,40,5,10,209,Ewallet,199,5,10,10
587-03-7455,C,Naypyitaw,2019,February,Member,Female,Fashion accessories,98,7,34,719,Ewallet,685,5,34,5
882-40-4577,A,Yangon,2019,January,Member,Male,Sports and travel,67,4,14,282,Credit card,269,5,13,8
732-67-5346,A,Yangon,2019,January,Normal,Male,Food and beverages,14,5,3,72,Credit card,69,5,3,8
725-32-9708,B,Mandalay,2019,January,Member,Female,Fashion accessories,69,4,14,289,Cash,275,5,14,4
256-08-8343,A,Yangon,2019,March,Normal,Female,Home and lifestyle,57,4,11,237,Ewallet,226,5,11,6
372-26-1506,C,Naypyitaw,2019,January,Normal,Female,Fashion accessories,24,5,6,125,Ewallet,119,5,6,5
244-08-0162,B,Mandalay,2019,January,Normal,Female,Health and beauty,34,10,17,359,Cash,342,5,17,5
569-71-4390,B,Mandalay,2019,January,Normal,Male,Sports and travel,22,2,2,46,Ewallet,44,5,2,7
132-23-6451,A,Yangon,2019,January,Member,Male,Health and beauty,21,5,5,110,Cash,105,5,5,8
696-90-2548,A,Yangon,2019,March,Normal,Male,Sports and travel,26,3,4,81,Ewallet,78,5,4,7
472-15-9636,A,Yangon,2019,March,Normal,Male,Home and lifestyle,51,8,20,428,Ewallet,407,5,20,9
268-03-6164,B,Mandalay,2019,January,Normal,Male,Health and beauty,96,1,5,101,Ewallet,96,5,5,8
750-57-9686,C,Naypyitaw,2019,January,Normal,Female,Home and lifestyle,45,4,9,191,Credit card,182,5,9,9
186-09-3669,C,Naypyitaw,2019,January,Member,Female,Health and beauty,82,1,4,86,Ewallet,82,5,4,9
848-07-1692,B,Mandalay,2019,January,Normal,Female,Health and beauty,57,2,6,120,Ewallet,114,5,6,8
745-71-3520,A,Yangon,2019,February,Member,Female,Electronic accessories,25,7,9,185,Cash,177,5,9,8
266-76-6436,C,Naypyitaw,2019,March,Member,Female,Food and beverages,39,3,6,122,Ewallet,116,5,6,8
740-22-2500,C,Naypyitaw,2019,January,Normal,Female,Electronic accessories,84,3,13,265,Cash,252,5,13,10
271-88-8734,C,Naypyitaw,2019,February,Member,Female,Fashion accessories,97,10,49,1021,Credit card,972,5,49,9
301-81-8610,B,Mandalay,2019,March,Member,Male,Fashion accessories,25,8,10,214,Credit card,203,5,10,7
489-64-4354,C,Naypyitaw,2019,March,Normal,Male,Fashion accessories,16,1,1,17,Cash,16,5,1,5
198-84-7132,B,Mandalay,2019,January,Member,Male,Fashion accessories,41,9,18,384,Cash,365,5,18,7
269-10-8440,A,Yangon,2019,January,Member,Male,Health and beauty,53,7,19,391,Cash,372,5,19,9
650-98-6268,B,Mandalay,2019,March,Member,Female,Food and beverages,21,3,3,66,Credit card,63,5,3,8
741-73-3559,B,Mandalay,2019,February,Normal,Male,Sports and travel,67,5,17,353,Cash,336,5,17,7
325-77-6186,A,Yangon,2019,March,Member,Female,Home and lifestyle,91,10,45,952,Ewallet,907,5,45,7
286-75-7818,B,Mandalay,2019,January,Normal,Male,Fashion accessories,69,2,7,145,Credit card,138,5,7,7
574-57-9721,C,Naypyitaw,2019,March,Normal,Male,Food and beverages,43,2,4,91,Ewallet,87,5,4,6
459-50-7686,A,Yangon,2019,January,Normal,Female,Electronic accessories,24,6,7,148,Ewallet,141,5,7,6
616-87-0016,B,Mandalay,2019,March,Normal,Male,Fashion accessories,96,7,33,702,Credit card,669,5,33,10
837-55-7229,B,Mandalay,2019,February,Normal,Female,Fashion accessories,47,1,2,50,Credit card,47,5,2,7
751-69-0068,C,Naypyitaw,2019,March,Normal,Male,Sports and travel,99,9,45,938,Ewallet,893,5,45,9
257-73-1380,C,Naypyitaw,2019,January,Member,Male,Sports and travel,83,4,17,348,Ewallet,332,5,17,10
345-08-4992,A,Yangon,2019,March,Normal,Male,Home and lifestyle,34,6,10,214,Credit card,204,5,10,8
549-96-4200,C,Naypyitaw,2019,March,Member,Male,Food and beverages,17,4,3,72,Ewallet,68,5,3,7
810-60-6344,C,Naypyitaw,2019,February,Normal,Female,Electronic accessories,41,8,16,343,Credit card,327,5,16,7
450-28-2866,C,Naypyitaw,2019,January,Member,Male,Food and beverages,17,5,4,92,Cash,87,5,4,8
394-30-3170,B,Mandalay,2019,March,Member,Female,Sports and travel,88,8,35,743,Credit card,707,5,35,4
138-17-5109,A,Yangon,2019,January,Member,Female,Home and lifestyle,89,9,40,843,Credit card,803,5,40,7
192-98-7397,C,Naypyitaw,2019,January,Normal,Male,Fashion accessories,13,1,1,13,Ewallet,13,5,1,10
301-11-9629,A,Yangon,2019,January,Normal,Female,Sports and travel,19,7,7,140,Cash,134,5,7,10
390-80-5128,B,Mandalay,2019,January,Member,Female,Health and beauty,19,1,1,20,Credit card,19,5,1,10
235-46-8343,C,Naypyitaw,2019,February,Member,Male,Food and beverages,28,10,14,290,Credit card,277,5,14,9
453-12-7053,C,Naypyitaw,2019,March,Normal,Male,Fashion accessories,46,3,7,144,Credit card,137,5,7,7
296-11-7041,B,Mandalay,2019,January,Member,Female,Health and beauty,27,1,1,28,Credit card,27,5,1,5
449-27-2918,B,Mandalay,2019,March,Member,Female,Sports and travel,39,1,2,41,Credit card,39,5,2,10
891-01-7034,B,Mandalay,2019,January,Normal,Female,Electronic accessories,75,6,22,471,Cash,448,5,22,7
744-09-5786,B,Mandalay,2019,January,Normal,Male,Electronic accessories,22,6,7,139,Cash,132,5,7,8
727-17-0390,A,Yangon,2019,March,Normal,Female,Food and beverages,64,5,16,334,Ewallet,318,5,16,5
568-88-3448,A,Yangon,2019,March,Normal,Male,Health and beauty,25,1,1,26,Ewallet,25,5,1,6
187-83-5490,A,Yangon,2019,January,Member,Male,Electronic accessories,21,4,4,87,Cash,83,5,4,5
767-54-1907,B,Mandalay,2019,February,Member,Female,Fashion accessories,30,5,7,155,Cash,148,5,7,7
710-46-4433,B,Mandalay,2019,February,Member,Female,Food and beverages,77,9,35,731,Credit card,697,5,35,5
533-33-5337,B,Mandalay,2019,February,Normal,Male,Electronic accessories,79,10,40,834,Cash,794,5,40,6
325-90-8763,C,Naypyitaw,2019,January,Member,Female,Electronic accessories,47,10,23,489,Cash,466,5,23,8
729-46-7422,C,Naypyitaw,2019,February,Normal,Male,Food and beverages,36,1,2,38,Credit card,36,5,2,8
639-76-1242,C,Naypyitaw,2019,February,Normal,Male,Food and beverages,41,5,10,213,Cash,203,5,10,5
234-03-4040,B,Mandalay,2019,March,Member,Female,Food and beverages,73,10,37,767,Credit card,731,5,37,9
326-71-2155,C,Naypyitaw,2019,February,Normal,Female,Sports and travel,74,4,15,311,Cash,296,5,15,6
320-32-8842,C,Naypyitaw,2019,March,Member,Female,Food and beverages,23,1,1,24,Cash,23,5,1,6
470-32-9057,A,Yangon,2019,March,Member,Male,Food and beverages,51,5,13,270,Credit card,257,5,13,9
878-30-2331,C,Naypyitaw,2019,March,Member,Female,Sports and travel,55,10,27,573,Credit card,546,5,27,7
440-59-5691,C,Naypyitaw,2019,February,Member,Female,Health and beauty,37,7,13,273,Credit card,260,5,13,8
554-53-3790,B,Mandalay,2019,March,Normal,Male,Sports and travel,37,6,11,233,Cash,222,5,11,5
746-19-0921,C,Naypyitaw,2019,February,Normal,Male,Food and beverages,22,1,1,23,Ewallet,22,5,1,7
233-34-0817,C,Naypyitaw,2019,February,Member,Female,Electronic accessories,99,1,5,104,Cash,99,5,5,8
767-05-1286,C,Naypyitaw,2019,January,Member,Female,Home and lifestyle,84,6,25,528,Ewallet,503,5,25,5
340-21-9136,A,Yangon,2019,January,Member,Female,Sports and travel,40,4,8,168,Cash,160,5,8,10
405-31-3305,A,Yangon,2019,February,Member,Male,Fashion accessories,43,10,22,453,Credit card,431,5,22,6
731-59-7531,B,Mandalay,2019,March,Member,Male,Health and beauty,73,8,29,610,Cash,581,5,29,5
676-39-6028,A,Yangon,2019,March,Member,Female,Electronic accessories,64,5,16,338,Cash,322,5,16,7
502-05-1910,A,Yangon,2019,February,Normal,Male,Health and beauty,65,3,10,205,Credit card,196,5,10,6
485-30-8700,A,Yangon,2019,March,Normal,Female,Sports and travel,33,5,8,175,Credit card,166,5,8,4
598-47-9715,C,Naypyitaw,2019,March,Normal,Male,Electronic accessories,84,4,17,353,Ewallet,336,5,17,4
701-69-8742,B,Mandalay,2019,March,Normal,Male,Sports and travel,34,10,17,361,Ewallet,344,5,17,7
575-67-1508,A,Yangon,2019,January,Normal,Male,Electronic accessories,39,1,2,41,Ewallet,39,5,2,7
541-08-3113,C,Naypyitaw,2019,February,Normal,Male,Food and beverages,66,8,26,554,Cash,528,5,26,8
246-11-3901,C,Naypyitaw,2019,February,Normal,Female,Electronic accessories,33,10,16,344,Cash,328,5,16,6
674-15-9296,A,Yangon,2019,January,Normal,Male,Sports and travel,37,5,9,195,Ewallet,186,5,9,5
305-18-3552,B,Mandalay,2019,February,Member,Male,Home and lifestyle,60,10,30,634,Cash,604,5,30,6
493-65-6248,C,Naypyitaw,2019,January,Member,Female,Sports and travel,37,10,19,388,Credit card,370,5,18,7
438-01-4015,B,Mandalay,2019,March,Member,Female,Sports and travel,50,4,10,208,Ewallet,198,5,10,7
709-58-4068,B,Mandalay,2019,February,Normal,Female,Fashion accessories,41,10,21,431,Cash,411,5,21,7
795-49-7276,A,Yangon,2019,March,Normal,Male,Fashion accessories,37,4,7,156,Ewallet,149,5,7,8
556-72-8512,C,Naypyitaw,2019,January,Normal,Male,Home and lifestyle,23,1,1,24,Cash,23,5,1,4
627-95-3243,B,Mandalay,2019,February,Member,Female,Home and lifestyle,78,9,35,734,Ewallet,699,5,35,10
686-41-0932,B,Mandalay,2019,March,Normal,Female,Fashion accessories,35,2,4,73,Ewallet,69,5,3,8
510-09-5628,A,Yangon,2019,March,Member,Female,Fashion accessories,20,10,10,206,Credit card,197,5,10,7
608-04-3797,B,Mandalay,2019,March,Member,Female,Health and beauty,25,8,10,213,Ewallet,203,5,10,9
148-82-2527,C,Naypyitaw,2019,March,Member,Female,Home and lifestyle,12,10,6,127,Credit card,121,5,6,8
437-53-3084,B,Mandalay,2019,February,Normal,Male,Fashion accessories,100,2,10,210,Ewallet,200,5,10,7
632-32-4574,B,Mandalay,2019,March,Normal,Male,Sports and travel,76,8,30,638,Cash,607,5,30,6
556-97-7101,C,Naypyitaw,2019,January,Normal,Female,Electronic accessories,63,2,6,133,Cash,126,5,6,9
862-59-8517,C,Naypyitaw,2019,January,Normal,Female,Food and beverages,90,6,27,569,Cash,541,5,27,6
